gene_id	degradation_0	degradation_0.5	degradation_1	degradation_2	degradation_4	degradation_24
ENSG00000006451.7	0.175052533671437	0.13687946120794	NA	0.162354521629152	0.23223271606364	NA
ENSG00000006453.13	0.158264641217874	0.171234691137851	0.201018356114397	0.0745135504195748	0.212966932432962	NA
ENSG00000006468.13	0.268182463980274	0.247209094914253	0.252662139522277	0.128581548917324	0.244765887294204	NA
ENSG00000006530.15	0.145882394905684	0.0399878509336847	0.0190749043957522	0.216449376743471	0.0249559119507109	0.825309964121814
ENSG00000006576.16	0.232377941260955	0.103920318799707	0.153492855254689	0.201537440926652	0.22797474300204	0.12222616729176
ENSG00000006607.13	0.261680693465724	0.157603787849902	NA	0.227039157176711	0.281768086328504	NA
ENSG00000006611.15	0.14992781624132	NA	NA	0.183112017098135	0.0554133407831975	0.295749943984813
ENSG00000006625.17	0.0893435949671188	0.126261131390977	0.188804775172637	NA	0.132432142386115	NA
ENSG00000006634.7	0.236127976692649	0.401432425214204	0.412749276582263	0.273018893218255	0.0521586398030117	1.38082681376471
ENSG00000006652.13	0.344384104124329	0.103823476543189	0.222648350013828	0.351262743995262	0.477063988922123	NA
ENSG00000006695.10	0.647330619915597	0.697262906034109	0.996346281587959	0.784735743422705	0.891664993751563	0.15797420611228
ENSG00000006704.10	0.170172756071228	0.0240002802981804	NA	0.441577251516054	NA	1.79086889130066
ENSG00000006712.14	0.114856789531414	0.0499667231978588	0.0690269115528258	0.103649458942264	0.142424282779107	NA
ENSG00000006715.15	0.206508563599482	0.267277654373662	0.188068678156386	0.112524574740141	0.240785416989992	NA
ENSG00000006744.18	0.142352994964163	0.112410137923009	0.0952647778459061	0.113295578446757	0.15496642518545	0.0593311342936143
ENSG00000006757.11	0.101893094613474	0.288432830016203	NA	0.0615309677502391	0.0519923243975076	NA
ENSG00000006831.9	0.292059147693937	0.218231537352719	0.27473540021068	0.236699810847893	0.241964913749811	0.349523245174546
ENSG00000006837.11	0.173322655934676	0.0448219354852198	NA	0.0276591048414123	0.517149154029422	NA
ENSG00000007047.14	0.230841149595338	NA	NA	0.330478334122014	0.0892126884998468	0.908170384365412
ENSG00000007080.10	0.0649830472510394	NA	NA	0.32169700778835	NA	1.34343639413706
ENSG00000007168.12	0.228299638508716	0.26186436090586	0.248049180890279	0.109834422179584	0.178468685523082	0.125478947435087
ENSG00000007202.14	0.253913941180368	0.219391431932978	0.110465840713697	0.143270220412729	0.270855624399557	NA
ENSG00000007255.10	0.13432819301715	0.0103875227281401	NA	0.0987739994238844	0.0684133094704763	0.145318976289332
ENSG00000007341.18	0.22980277519121	0.216558186261727	0.210595132941155	0.227528256527895	0.248729816507168	0.450766771308289
ENSG00000007376.7	0.138565476920607	0.153210845293265	0.220474711786366	0.162386430962163	NA	1.5719237828654
ENSG00000007392.16	0.242102880155826	NA	0.117176502045287	0.175044644736222	0.222634632870786	NA
ENSG00000007520.3	0.0860182569673748	NA	NA	0.163348121602803	NA	0.547043163148035
ENSG00000007541.16	0.134268134733804	0.0946611813528222	0.232017446166248	0.16451665970684	0.114880431364232	0.586633801823332
ENSG00000007545.15	0.399198081427398	0.260287044241831	0.324896336647626	0.476482483069312	0.0566333980545705	2.0221679909707
ENSG00000007923.15	0.145558678060926	0.127616596622534	0.164604370597064	0.198754753413542	0.082178805416176	0.76538350849319
ENSG00000007944.14	1.20329726279993	0.565111247682563	0.460815654327797	1.236032341637	0.84153981834618	3.78641852590415
ENSG00000007968.6	0.303465676523065	0.0537084174896555	0.331587426980897	0.675588554983316	NA	3.34706231733766
ENSG00000008018.8	0.101064278765783	0.162638757144338	0.0498626061604737	0.0654314061790781	0.0649319514098734	0.0562101435563504
ENSG00000008083.13	0.526571481235279	0.593507077137797	0.595902196678341	0.65410414589076	0.60912673345894	NA
ENSG00000008086.11	0.430495189669417	0.41151064212748	0.418219976152878	0.396480554477431	0.390593296338021	1.18949084477608
ENSG00000008130.15	0.172892251623181	0.0156134576784927	0.118594366701768	0.245490278122682	0.00526004421141091	1.18660318696076
ENSG00000008256.15	0.269984796563609	0.187149534562972	0.242106620794391	0.32069781033101	0.238114620290196	0.471138845120649
ENSG00000008277.14	0.232200063108171	0.0275208018436578	0.175194450672446	0.280924296768162	0.281441976625515	NA
ENSG00000008282.8	0.126055416284367	0.038864382023006	0.0965411617952205	0.0674494269670626	0.22524750770288	NA
ENSG00000008283.15	0.143314024095643	0.150200835772404	0.0678705523449641	0.302272384068588	0.0411637666568853	0.689741544210214
ENSG00000008294.20	0.217088210479418	0.24214207369046	0.199412082094725	0.0828306751429563	0.289237816074412	NA
ENSG00000008300.16	0.402899654755842	0.180336052142673	0.25422469033319	0.539168650503501	0.126042388686155	2.14420419054449
ENSG00000008311.14	0.240485381385644	NA	0.230966377425076	0.267184708930572	0.130118880521913	0.569671549283167
ENSG00000008324.11	0.218054247089615	0.189891290462792	0.149277605004503	0.0224559069458898	0.429609089519054	NA
ENSG00000008382.15	0.1924081261497	NA	0.0803257478166344	0.16178983565737	0.314446410081486	NA
ENSG00000008394.12	0.0925855741282497	0.270409264356715	NA	0.00136900006725492	0.0785111972107355	NA
ENSG00000008405.11	0.191510201823939	0.111826539019676	0.338411436804183	0.136764503447174	0.269992575076069	NA
ENSG00000008441.16	0.274633241524779	0.342483803480362	0.598300393186811	0.103494240506531	0.29612007397781	0.405260029921708
ENSG00000008513.14	0.620944450237829	0.654168238475883	0.261085418770181	NA	1.05868922503001	NA
ENSG00000008710.19	0.343559715127947	NA	0.19799277122043	0.232619192151543	0.0601641919376607	1.3849341912629
ENSG00000008838.19	0.201674103048938	NA	NA	0.213197825274088	0.0624913547877402	0.579811076956799
ENSG00000008853.16	0.318019830490673	0.395256343957764	0.0638128864614421	0.0894926839235528	0.412426808146245	NA
ENSG00000008869.11	0.340628245078193	0.500841676866545	0.439000954252653	0.13950744305154	0.475311055739684	NA
ENSG00000008952.16	0.180591729655296	0.122662657293	0.154158648493115	0.0309408715365343	0.307575279669537	NA
ENSG00000008988.9	0.0956872075251763	0.337039488155176	0.193452793664256	NA	0.215105180922734	NA
ENSG00000009307.15	0.162440455375387	0.237899819979621	0.142578332082461	0.0659785482318252	0.219607597758321	NA
ENSG00000009335.17	0.266549034313561	0.141396884563695	0.0962963559696283	0.40405924939633	0.149173979434163	1.12609871611689
ENSG00000009413.15	0.404172251206635	0.365473703583047	0.42687760519566	0.495307687107348	0.352717831519009	0.930276025583007
ENSG00000009780.15	0.242530109437461	0.294700513036883	0.302598678874187	0.00613289478689665	0.100178765811337	0.319043796808487
ENSG00000009830.11	0.175808882215258	0.350419408166942	0.407686879570697	NA	0.36631509444658	NA
ENSG00000009844.15	0.191902025336558	0.280208306344357	0.235691467757862	0.151769647446557	0.142817030249527	0.348004142168294
ENSG00000009954.10	0.250215860123621	0.210198416218007	0.314501860848044	0.283175385398924	0.245123961816046	0.474251820036608
ENSG00000010017.12	0.213925254513657	0.164328611679259	0.155567099178907	0.215613967608731	0.186660713561507	0.244868262116534
ENSG00000010072.15	0.540926225964234	0.502861722750673	0.516702321451917	0.434184192146318	0.51108225741712	0.195353121726147
ENSG00000010165.19	0.157731992112928	0.331698754355615	0.30775626462454	0.118050410854956	0.0824821474326563	0.519179747273885
ENSG00000010219.13	0.0987262057995685	0.365273595286043	0.26951487243	NA	0.420551323498428	NA
ENSG00000010244.18	0.194898676460746	0.234479139389156	0.118440282917514	0.159981755686156	0.224189532733014	NA
ENSG00000010256.10	0.125415427163733	0.118264050367302	0.0680771346247394	0.0791032067158282	0.0969054227449741	0.0374418052181973
ENSG00000010270.13	0.135611128007475	0.19839301662652	0.0137227179669187	0.0639491358056029	0.198470929382335	NA
ENSG00000010292.12	0.154942519289033	0.102103184980938	0.155105771684602	0.217719769251215	0.153277846076518	0.341081961254286
ENSG00000010295.19	0.184780886446695	0.268261337395166	0.0802289017002141	0.291257137717767	NA	1.28126667170274
ENSG00000010318.20	0.383100137956899	0.698220963071475	0.726656866822735	NA	1.19484179542926	NA
ENSG00000010322.15	0.309882915319973	0.174010769729816	0.142650910097548	0.502487360080802	0.0911626665848944	1.99451035119362
ENSG00000010361.13	0.113134253950229	NA	NA	0.18297780063756	0.0122733984544791	0.274860838520272
ENSG00000010539.11	0.40341203884695	0.478953064934462	0.359173644627594	0.281251202416707	0.24545310819568	1.0958927148648
ENSG00000010626.14	0.14451062720027	NA	NA	0.611142895784461	NA	1.68384061193556
ENSG00000010704.18	0.24144624473276	NA	NA	0.184658070821568	0.47023197540772	NA
ENSG00000010803.16	0.22650988603683	7.60673758878968e-05	0.227081585512062	0.241174147343517	0.268643577380877	0.215939335600102
ENSG00000010810.17	0.252647588632532	0.231684045323389	0.325528123602671	0.176821353474813	NA	NA
ENSG00000010818.9	0.591786448774652	0.51302731107213	0.224413306005474	0.560519188068614	0.611331631617662	NA
ENSG00000011007.12	0.241246635014021	0.13305237719238	0.0507659869194553	0.238599683943218	0.22304410501293	0.183505840231389
ENSG00000011009.10	0.143577386715705	0.14357363393817	NA	0.260900048661836	0.0326900328418781	0.354749515449636
ENSG00000011021.21	0.477890079116124	NA	NA	0.87544624423184	NA	4.85763718934927
ENSG00000011052.21	0.0990579198104147	0.0925768359488568	NA	0.0929692974921829	0.140198859581397	NA
ENSG00000011105.12	0.365619795388553	0.136393556273448	0.486764222229406	0.0421004173594976	0.339062365836825	0.194018140450834
ENSG00000011114.14	0.469765255866759	0.429121727820263	0.450157145780163	0.691756247290247	0.377291224400526	1.56347627633881
ENSG00000011132.11	0.207168569686429	0.382389026585792	0.319342126449841	0.198105067413314	0.0780661352281064	NA
ENSG00000011143.16	0.159065295804934	0.408166417810862	0.480137286237479	NA	0.315769740607961	NA
ENSG00000011198.7	0.152625199114428	0.393205972088176	0.139515413353023	NA	0.317863421248025	NA
ENSG00000011243.17	0.126861812709045	0.0680845298174603	0.104938674345209	0.129291588515866	0.156308077203878	0.0266852403021783
ENSG00000011258.15	0.464200422349777	0.363200025001842	0.248626620054372	0.179245980517834	0.8028898644537	NA
ENSG00000011260.13	0.145154769168988	0.182510474192707	0.107146872975421	0.0826798767234533	0.113917660541034	0.0571479261951763
ENSG00000011275.18	0.315129675254631	0.212492354757985	0.0974076020331578	0.394070964068253	0.224715232581212	1.03502045937202
ENSG00000011295.15	0.233280278460427	0.102904011376125	0.139331562392447	0.163676172322144	0.209372009905484	NA
ENSG00000011304.19	0.15336981003231	NA	NA	0.201633567646913	0.116515011572065	0.295389454891938
ENSG00000011332.19	0.16199948635293	0.16422560928247	0.231211352890304	0.0704430595641155	NA	1.039415798435
ENSG00000011376.9	0.288479791155561	0.301046781671185	0.285797000989159	0.372443739475025	0.207237292212319	0.970620112394743
ENSG00000011405.13	0.246236671674786	0.324381526879199	0.352677174905328	0.116167700006885	0.418551061609153	NA
ENSG00000011422.11	0.1421106665805	0.340537886334311	0.609889044106809	NA	0.215526036027708	NA
ENSG00000011426.10	0.238375139124694	0.20443347565626	0.264812831973533	0.16987856231145	0.335799340397438	NA
ENSG00000011451.17	0.185177691919169	NA	NA	0.435082041335477	NA	1.55609754376063
ENSG00000011454.16	0.27201284668185	0.290074900828611	0.36107388343579	0.208899229249357	0.431884284035153	NA
ENSG00000011478.11	0.0981922510125966	NA	NA	0.501384174950304	NA	1.84082571214755
ENSG00000011485.14	0.102279149950791	NA	0.0144746391889076	0.181859759300576	NA	0.689195383572973
ENSG00000011523.13	0.354969708987014	0.33058434922628	0.262361018639223	0.414489016960301	0.096620194161895	1.55905552673845
ENSG00000011566.14	0.245169954355997	0.29173332498086	0.399328587242882	0.194938969556195	0.272217280549499	0.395726451501212
ENSG00000011638.10	0.151115995757001	0.305174762895203	0.337239620173915	0.248156369533212	NA	NA
ENSG00000011677.12	0.175879413522404	0.351815013503178	0.161311192880301	0.028911460260127	0.373078105765224	NA
ENSG00000012048.20	0.299946664016375	0.28984434283322	0.323826619047481	0.360862024135808	0.392868729714107	0.39432148403383
ENSG00000012061.15	0.106130535429377	NA	NA	0.238475276751497	NA	0.658601158976919
ENSG00000012124.16	0.235396860614436	NA	0.248684525138894	0.326863999635455	0.159196752088862	1.79319866360839
ENSG00000012174.11	0.344009628878915	0.130713391621953	NA	0.276146045789395	0.328829672258801	NA
ENSG00000012211.12	0.22695246925425	0.00613632584878764	0.12956101161881	0.607407345014105	NA	NA
ENSG00000012232.8	0.434515759059819	0.328172076929432	0.18902846662127	0.520033949166028	0.224055815925126	1.61528857238626
ENSG00000012504.13	0.241707172119189	0.263238277047425	0.371799578987883	0.406446586903318	0.0544521375248285	2.59857906854515
ENSG00000012660.13	0.2568812639698	0.0612628922352363	0.320438863775934	0.118651174385957	0.222200698941387	0.168393366247617
ENSG00000012822.15	0.142836759052288	NA	0.0326376619782595	0.153228924166636	0.222569620536226	NA
ENSG00000012963.14	0.174990788273043	0.159438897523054	0.1293469432786	0.101570606532366	0.224447742070422	NA
ENSG00000012983.11	0.254546896862125	0.131597526988702	0.221404770800206	0.134899845827718	0.320105020206515	NA
ENSG00000013275.7	0.113490094833515	0.289750242588545	0.132591507366047	NA	0.133340064746628	NA
ENSG00000013288.8	0.163933659460955	NA	0.077103886543398	0.164565176697828	0.207679167191286	NA
ENSG00000013293.5	0.209246085095276	0.53734414838384	0.132446620612177	0.156875918537078	NA	1.88800292713947
ENSG00000013297.10	0.0354605517847173	0.696828324276558	NA	NA	NA	0.472863164519208
ENSG00000013306.15	0.0960203862399955	NA	NA	0.377265623505252	NA	2.19161733884462
ENSG00000013364.18	0.125290375905638	NA	0.0225405273926406	0.180245445426395	NA	1.01337030176859
ENSG00000013374.15	0.124818943283453	0.190722359819725	NA	NA	0.155206699500344	NA
ENSG00000013375.15	0.287388982514025	0.44610517423991	0.284734674513237	0.143993494188324	0.362475884195005	NA
ENSG00000013392.7	0.289312537020136	0.565712563100861	0.649267422229734	0.0639540777090001	0.202783352408474	0.451021015207411
ENSG00000013441.15	1.15187886793695	0.623021020255245	0.642633759066572	1.31774880103283	0.800965402441009	2.92334887569317
ENSG00000013503.9	0.368974092599805	0.460180843672252	0.37262018162118	0.353963836993134	0.371689911863401	0.413252889385256
ENSG00000013523.9	0.476997889277626	0.302996260659773	0.428795626091701	0.221344463871323	0.558782705431745	NA
ENSG00000013561.17	0.233399087472887	0.397073659824846	0.224085437150255	0.234635797196931	0.157968386098465	0.73843863198516
ENSG00000013563.13	0.107119949060376	0.171393217495538	0.0791654348335538	0.0307318783910145	0.0156871143131569	0.395807978546106
ENSG00000013573.16	0.300531738576839	0.0504099912454472	0.142244216964624	0.335332705964567	0.127279050530064	1.26441786180652
ENSG00000013583.8	0.155663565475674	NA	NA	1.04497893544158	NA	3.46946228320808
ENSG00000013588.7	0.186573602141217	0.0149580271196522	0.172710220965546	0.150071478344135	0.232688158151051	NA
ENSG00000013619.13	0.16400644111264	NA	NA	0.643150933257923	NA	5.42735545285643
ENSG00000013810.18	0.162832938606574	NA	NA	0.327282413791124	0.0374565144824142	0.87607626850773
ENSG00000014123.9	0.193716795194601	0.310075869768603	0.170480860414473	0.0789912970840598	0.342546234812584	NA
ENSG00000014138.8	0.217399822453577	0.145591524810806	0.263651373370593	0.230517343820817	0.269617009650612	0.0927893534249389
ENSG00000014164.6	1.7217768774634	0.212425220778309	0.405949366246844	2.29902540533687	0.655071677191018	13.1263062465706
ENSG00000014216.15	0.143380318475534	NA	0.000525497135917043	0.212557254666685	0.0374509500750703	0.642964349226816
ENSG00000014257.15	0.183362951044003	0.0972767882934034	NA	0.0462434633523036	0.502702599216832	NA
ENSG00000014641.17	0.099724238558603	0.162594747615533	0.0543895871868809	0.0248540864306727	0.169144118489399	NA
ENSG00000014824.13	0.163014120344668	0.143874990316318	0.110374816552708	0.0932983519846969	0.257093775966261	NA
ENSG00000014914.20	0.176850304478228	0.0531924977140229	0.0577093831048881	0.151867492973665	0.084856853522099	0.872717943799595
ENSG00000014919.12	0.159147103815563	0.302557391709486	0.2055074553492	0.0860594424483112	0.203517479748683	NA
ENSG00000015153.14	0.546781469462886	0.546703737481619	0.648240506686914	0.557705887117864	0.555126340527133	1.05220315450189
ENSG00000015171.19	0.175469956557504	0.185230208055046	0.168088125557682	0.0872460490882532	0.247298305491626	NA
ENSG00000015475.18	0.151071984306918	0.166371063621874	NA	0.0276602694089637	0.39964985195669	NA
ENSG00000015479.18	0.202290787623379	0.264357302417589	0.161484122485863	0.0686240750331347	0.302281670886316	NA
ENSG00000015532.9	0.236547135921742	0.14803439766912	NA	0.504290899675104	NA	2.20859031137295
ENSG00000015568.12	1.67972800331699	NA	NA	NA	NA	NA
ENSG00000015676.17	0.358297428358918	0.259860505977799	0.262448692899123	0.385641401735979	0.184269224407552	1.06514859063207
