symbol	gene	FDR_3	logFC_3	FDR_6	logFC_6	FDR_12	logFC_12	FDR_24	logFC_24	FDR_48	logFC_48	biotype
FAM46A	ENSG00000112773.15	0.009298032976576666	0.7788987257867122	1.4230641231685424e-7	0.5655998279361296	5.250930433911888e-4	0.6411973174316539	0.9137533283192099	-0.03410585656456786	0.3977882686103011	-0.12442166725015358	protein_coding
JUNB	ENSG00000171223.5	0.011222187847437079	0.5978839005540216	0.0029127293754872764	0.3655448070759148	0.0032787786632201316	0.46931359622308294	0.9310839748755253	-0.02515428142475749	0.019102113305046565	-0.27310877905723796	protein_coding
ZC3H12A	ENSG00000163874.10	0.011714096262524273	0.7843523344537923	0.6674623205051708	-0.21747976969911406	0.25104528799832665	-0.4456275543563969	0.7016853203111835	0.21849036626332832	0.6978672923525602	0.12058020897226257	protein_coding
TOB1	ENSG00000141232.4	0.01213195614792368	0.5625155952100436	1.2263530946961195e-7	0.6081661429573353	0.0024222682674646745	0.6754902922149661	0.1034832193216154	0.23816456932251878	0.8437734436992562	0.04105625631163035	protein_coding
SLC1A2	ENSG00000110436.11	0.012251753366631582	1.9227694837783371	7.101861385899951e-41	3.6508715973885506	1.5185669623949638e-133	5.954673252909053	1.5255208163821079e-84	4.082300568814579	0.5675414765997687	0.31938176852431466	protein_coding
PIK3R3	ENSG00000117461.14	0.013723906576466433	0.478860376684444	0.00972702994382633	0.5659405012184848	0.3141416238296744	0.305953263734324	8.943516980345247e-7	0.6020804192709306	0.8422773737284285	0.04817937264364966	protein_coding
THAP2	ENSG00000173451.6	0.015661620310137764	0.9049564863481747	5.909579272019218e-4	0.7014611156577905	0.9872701901618237	0.017849163867775773	0.9484152489505141	0.03720887120365788	0.3531882879628305	0.23546070535181968	protein_coding
AXIN2	ENSG00000168646.12	0.018653338739153254	-0.8993417590837403	0.48595548701086916	-0.4243043918827649	0.9023486714706519	0.10065998531715532	0.5026332673819848	0.1967199025788537	5.107039346825839e-6	0.5631169670813925	protein_coding
PTP4A1	ENSG00000112245.10	0.01889622305458405	0.4672560550626191	4.648639834552485e-16	0.8587450214395852	2.9039201594276685e-22	1.4646512819773354	7.828165397355115e-16	0.6978633429354735	0.5739392972426903	0.06670219651226052	protein_coding
PAQR9	ENSG00000188582.8	0.020662150173287326	1.6161908526129267	0.16771423710900996	1.071566640092268	NA	NA	NA	NA	NA	NA	protein_coding
OTUD1	ENSG00000165312.6	0.02326791992425552	0.5738109325837526	0.008743192069714877	0.4033608551328868	0.929946035872941	0.061465451972746686	0.5788928018862837	-0.13527716629141237	0.9806547683716135	0.006089555578444133	protein_coding
ZC3H12C	ENSG00000149289.10	0.023571171327758364	0.5263776745456648	7.2613603696594e-13	0.6766892542006409	0.04136247517803459	0.6179972163367203	0.9424850931840247	-0.02762710091332041	0.0664893677367707	0.2279329271781053	protein_coding
FBXW7	ENSG00000109670.13	0.024425469810284605	0.5774632080988525	0.006420493090193103	0.3697907445392713	0.4314500753347478	0.2667530559958546	0.9816808997446063	0.010873409171570057	0.17747865297308474	0.1822822866551485	protein_coding
ZBTB21	ENSG00000173276.13	0.03271342752017834	0.47289493513690906	6.278714405024259e-11	0.5691421272100012	0.013347019852315598	0.507521857061725	0.7553772331040197	0.07558767491135998	0.49483475832251966	0.0946596920861055	protein_coding
RASSF9	ENSG00000198774.4	0.033038286589357035	1.129696532498652	0.05408634025128803	0.7174076413944667	0.6596768230779014	0.37115133979367715	0.20541300722874686	-0.3836841737492756	0.41906070436159043	-0.2694173621995708	protein_coding
DDIT4L	ENSG00000145358.6	0.04103524061572912	0.8920303994591302	1.5949002278874123e-10	1.180129216897431	3.531330782409853e-4	1.161752388389727	5.759079332838944e-4	0.7978125011484519	0.7755277187078018	0.12116533510844446	protein_coding
ZNF850	ENSG00000267041.5	0.060880396226136925	-0.6138184834874274	0.3763010866206848	-0.2625916137192002	0.8449866622230694	-0.1526258257745652	0.18073496047964666	-0.37411181249530123	0.8658149212357369	0.058488358164396244	protein_coding
PIM3	ENSG00000198355.4	0.062003180561024294	0.4242867779227985	0.950026870064787	0.03722616915855176	0.3363927936005011	0.26206432214318004	0.357222673625814	0.14832631629976997	0.9456786536587128	-0.017176601646539905	protein_coding
TSC22D1	ENSG00000102804.14	0.06400891534397912	0.3715521201448109	0.20074833820253113	0.15570754215205515	0.6945535949814245	0.12439039451646737	0.9763095020843383	0.010070399011993362	0.5590756593414976	0.07833319517280998	protein_coding
SOWAHC	ENSG00000198142.4	0.06400891534397912	0.40846340435154826	0.22127142835528965	0.2235892495477325	0.9310953882988343	-0.07546529461580674	0.5038862108008061	-0.15545445803008442	0.3091156752731893	0.1518902048105385	protein_coding
ZFP36L2	ENSG00000152518.7	0.06926896066107396	0.4502334931364598	0.003993617330925234	0.29385320816032523	0.7576942638754722	0.1070636070690492	0.21149108848670944	-0.1670733853923293	0.7454948250207627	-0.0446807028669466	protein_coding
PLEKHO2	ENSG00000241839.9	0.07369212678491617	-0.3811080828396875	3.600121396859005e-4	-0.3457436539459303	0.7978365754034996	-0.09297641588992803	0.6874543967588037	0.09060468615256749	0.03333530290871457	0.23545499842018688	protein_coding
USP2	ENSG00000036672.15	0.08317084096695607	0.8724809145534645	0.04953336903034629	0.6340518414782039	0.3827419835731321	0.6238245292700855	0.6842451584101281	0.24816073310716735	0.6021915790584991	-0.2981924661918483	protein_coding
RP11-264B17.3	ENSG00000261067.7	0.08317084096695607	1.7091715571058295	0.9953296091424714	0.013829244742361708	0.9358015202710586	0.1537690264157799	0.9484152489505141	0.10539970058603639	0.9609341027938293	0.04207323140122587	processed_transcript
LIF	ENSG00000128342.4	0.08494482287753403	0.3526843404805017	0.15122411970260421	0.192051676439913	0.003988681558499959	-0.6404655047166851	0.15812668048232548	-0.5880495304837888	0.15709919410350298	-0.5968618098318927	protein_coding
TMEM136	ENSG00000181264.8	0.08569250913978874	0.5985245134413336	0.3393836125661828	0.23702864635594825	0.0010255920263248471	0.6599033032209635	0.12489961965350632	0.30652901448750414	0.6793429000324851	0.08770849191588935	protein_coding
GPR135	ENSG00000181619.11	0.09036778192252451	1.3650061539297966	0.9709358468368298	-0.08670685237407179	0.8036135866661215	0.5565122003217544	0.071702373276837	0.9236190526173168	0.002515709389678356	-1.7675917866761206	protein_coding
MAP3K8	ENSG00000107968.9	0.09200356455114532	0.7471450887428979	2.752907737669013e-4	0.7978965669535393	0.35214579059231255	0.4170252455742172	0.6931973941797996	0.18214965067155875	0.04463895468101054	0.41522150439807193	protein_coding
CXCR4	ENSG00000121966.6	0.10271361223429765	0.5829603146306312	2.3668798184268817e-6	0.5833029387964674	1.4677559269973973e-19	1.2524382274923254	5.600302228205761e-48	1.4633251637490006	0.24959418289116947	0.19073277673570802	protein_coding
MAP3K1	ENSG00000095015.5	0.10789694877940989	-0.5171063851153263	0.05044329705028478	-0.34218720779920037	0.3259669995797248	-0.28756896546701616	0.48301923773539734	-0.14770149602258725	0.14266269725721506	0.24739751182992517	protein_coding
RP11-435I10.4	ENSG00000261832.6	0.11296335445447658	-1.9106046307029523	0.7479957297978403	-0.648253740040915	0.9402682350000809	-0.17997215703812036	0.06020430127750364	-1.7174702963623072	0.13211972870555902	-1.540982929639633	protein_coding
ARRDC4	ENSG00000140450.8	0.11408961609088132	-0.3973914185331493	6.576805427864327e-7	-0.5690808017805367	0.010863463065274396	-0.4187747770210723	0.7151211970521937	-0.08532186727267878	4.978627843710034e-4	0.3374253086725362	protein_coding
LNX2	ENSG00000139517.7	0.11453445954825711	-0.4554072733873152	0.8170123146021987	-0.08060786378903374	0.3146549747729169	-0.34373410961130263	0.15895368087359876	-0.22892658220007417	0.3049042325317678	0.17689598063935075	protein_coding
ERN1	ENSG00000178607.15	0.11915146115092136	0.6367208082001392	6.117782997051564e-47	1.011986211416355	6.380289805929722e-80	2.154964038433185	2.5516238460911884e-21	1.3341185778570168	0.5032870749528114	0.10282099031819016	protein_coding
LIFR-AS1	ENSG00000244968.6	0.11939108915475342	-1.7328499580781158	0.9651916725802189	-0.10851192436895961	0.3564408982821394	-0.8021192629263716	0.9875742492620126	0.02717116194235924	0.5296823730102442	-0.41770019774572953	antisense
NEMF	ENSG00000165525.17	0.13479742111283494	-0.3865178448356954	0.9364009696721698	0.03227061516058928	0.9466694647658045	0.03600921012816145	0.9944901600499579	-0.0025206560228608335	0.02905377870710687	0.25631832832032786	protein_coding
PPP1R3B	ENSG00000173281.4	0.140390992759861	-0.5558171484927179	0.056668191964616185	-0.2635618266658904	8.701828162978949e-5	-0.6578246878132772	0.17327494609528424	-0.21261599620974325	0.4992042735220498	0.09408651962930631	protein_coding
EIF4ENIF1	ENSG00000184708.17	0.1418255211028602	-0.4715374240770548	0.8607760336073816	-0.06774866968884712	0.9714417637308645	-0.02775096051723579	0.22870819077230417	-0.21812864743911475	0.7707794100293909	0.05204513419043969	protein_coding
FDX1	ENSG00000137714.2	0.1418255211028602	0.39321783967738366	2.858862234025096e-26	0.8289240108135509	7.186613633390114e-63	2.234581915334872	5.2270331744289506e-107	2.2959072479857463	0.036876526505840404	0.23150385870817505	protein_coding
REL	ENSG00000162924.13	0.16893922395768404	0.6646486773251241	0.0031347508501753368	0.5915659684689605	0.9730013395417585	-0.03737544060372188	0.9972512543403379	-0.0022095140186086863	0.07931197398226059	0.32570129951500376	protein_coding
NFIL3	ENSG00000165030.3	0.16893922395768404	0.5597819593641881	1.7334469260200577e-9	0.7404299011450636	4.3339065119859274e-9	0.850799511972972	0.13809993776201887	0.2627215202934924	0.10461621856399304	0.19112954338249874	protein_coding
GJB3	ENSG00000188910.7	0.17576353924525828	-2.0253675990837565	0.04405862092495455	-1.5089519434627028	NA	NA	NA	NA	NA	NA	protein_coding
PDK4	ENSG00000004799.7	0.19300262885892963	0.5797192535937458	8.93956631868824e-24	1.0484547475373993	3.454169743677523e-35	1.7372466025851443	1.4585693313573021e-10	0.8618923447511981	2.9170006789252286e-11	0.5502762054647287	protein_coding
PDXDC2P	ENSG00000255185.5	0.20801224480855374	0.8860972887834233	0.739221688367526	0.2367334871146343	0.5207375442429295	-0.5271716867559934	0.308220104404106	0.3242030611160712	0.19889417305895626	-0.3235253041614496	transcribed_unprocessed_pseudogene
SHARPIN	ENSG00000179526.16	0.20801224480855374	0.530370517251508	0.6808847658349394	-0.1354842141211914	0.9034712617158633	0.09144077784675927	0.8451491908325749	-0.056354608192949796	0.015212590227163812	-0.2876463759887653	protein_coding
IFFO2	ENSG00000169991.10	0.20801224480855374	-0.34154563141597644	0.0175065334338501	-0.2954661942304002	0.8520771212361222	-0.08802857510762425	0.30352493837466193	-0.17815917224715072	0.23171822490009966	-0.1542504832796214	protein_coding
MN1	ENSG00000169184.5	0.20801224480855374	0.5198231448437127	0.961833633361845	0.03913533620469488	0.9354235285846294	0.05591899935966856	0.13029881326809203	-0.26120170384293395	0.3589178134287569	-0.13648772080474136	protein_coding
CPEB4	ENSG00000113742.12	0.2347288563425163	0.4474216172787319	2.98477561991047e-16	0.6762970827856886	0.05486269729663117	0.39728706603811986	0.7476916718674003	0.08019781577888155	0.027460588757454354	0.2176787595928261	protein_coding
FGF9	ENSG00000102678.6	0.2347288563425163	1.385940059058882	0.012898275221748613	1.4807206649017184	1.0651572159925919e-4	1.8597294829544198	0.265789170565371	0.8320071695802149	0.6760462102210631	0.3034966826081831	protein_coding
MESDC1	ENSG00000140406.3	0.23865724809846836	0.44685334817142586	4.0222367850310524e-8	0.684411217552535	0.002376229266076109	0.5423300207761994	0.8887457871117289	0.04167335443653494	0.44361850613736226	-0.12317769224222325	protein_coding
ZNF740	ENSG00000139651.10	0.24573178117597513	-0.40312468422639613	0.026695183762246465	-0.30475781049290285	0.9310461318616886	0.049166030666803945	0.37509236148645175	-0.15540528040953233	0.7225103352122947	-0.05407349899693708	protein_coding
CTB-55O6.12	ENSG00000267169.1	0.25169327055588125	1.3897667932237494	0.9963838289297627	-0.010880846432119656	0.9400554756573828	-0.13589826299076388	0.15393117183276553	0.8866485634077197	0.5524114258534913	-0.2966269494573704	antisense
CEBPB	ENSG00000172216.5	0.25992379547827643	0.4092427856344622	1.1839207727460441e-7	0.5614031267962901	0.0038479776498007864	0.5106973243598727	0.8306332624089403	0.04937047209819426	0.07942693671694387	-0.2212977898503647	protein_coding
RP11-129M16.4	ENSG00000277879.1	0.2611387620172826	-1.5168517819396914	0.8639486989027167	-0.3659861406154893	0.9971608078742176	-0.010265791062236325	0.9750858205901678	-0.05487463577372237	0.7538246497617869	-0.22289069686790058	antisense
ARC	ENSG00000198576.3	0.2611387620172826	0.9554342182023641	0.908306042745994	0.1883944426268862	NA	NA	NA	NA	NA	NA	protein_coding
TCF20	ENSG00000100207.18	0.26124478862352646	-0.37927245294044415	0.7754940855800508	-0.08421248910671786	0.9811479572161174	0.018498684646017047	0.7298345383294507	-0.09477128730803866	0.43733980715360454	0.11367913680326203	protein_coding
DDT	ENSG00000099977.13	0.2648389987756204	0.5242631238274489	0.818844039422897	0.10949084634921465	0.814488223573268	-0.09565459404256368	0.9940615151973331	-0.002909533783898253	5.4908081472957e-4	-0.3117964216558433	protein_coding
IRF2BPL	ENSG00000119669.4	0.2706650481512447	-0.39811617309582237	1.4276763925259327e-5	-0.39755789324975904	0.609837538189557	-0.19411438138786813	2.8880053857820273e-4	-0.4260791386736053	0.0026283457806028187	-0.27695662711820696	protein_coding
ZNF700	ENSG00000196757.7	0.2706650481512447	-0.7663518512566011	0.9834487664154865	0.020543005422195785	0.8899989082114242	-0.15750296952799536	0.7148108552981614	-0.14951033246082798	0.0813968129025634	0.42811562301577794	protein_coding
AC010642.1	ENSG00000267216.1	0.2770456486446314	-1.384662146139942	0.8897083323458339	0.2952822340174902	0.990546905160795	0.031496916789160306	0.38461373360560314	0.6761559656081283	0.44199741979540474	0.34382965329886067	protein_coding
ARL5B	ENSG00000165997.4	0.2778200804896171	0.45485892180992804	9.32818053063803e-4	0.36369571160717035	0.07529186598657904	0.4034830233646013	0.9589676664208382	-0.020851155091581326	0.07147358689152364	0.2532414273879962	protein_coding
RP11-502I4.3	ENSG00000270964.1	0.2778200804896171	1.3589219481427899	NA	NA	NA	NA	0.9327665241038429	-0.11313422404508121	0.4588775400704998	0.511855820107597	lincRNA
SMG1P2	ENSG00000205534.6	0.2778200804896171	-1.2921693182091851	0.8169768252805623	-0.4010933343136025	0.9201207424891181	0.25192635658725154	0.968979581010011	0.06041967066684745	0.6216603384453286	-0.32297287053153967	unprocessed_pseudogene
SMC3	ENSG00000108055.9	0.30628474947134215	-0.3500324453779414	0.3908983311412123	-0.13579436265082082	0.7619413530886014	-0.10943435808948085	0.9087226772551762	-0.037451141390145444	0.18226968325711856	0.16332205445688994	protein_coding
PDP1	ENSG00000164951.15	0.3311026988909217	0.4107956286378376	0.21779714081763737	0.18587512802287465	0.9987247891378165	9.118846776211767e-4	0.9780245599716293	0.009026397225211216	0.7519698394211606	0.047971410867767975	protein_coding
METTL7B	ENSG00000170439.6	0.3403591795815697	0.9817576050458959	1.2204935751817462e-9	1.6011623015582137	1.4251259442069401e-24	2.8316733432329597	1.912647066851462e-16	2.653398864247709	0.9902258464554177	0.010588138041510509	protein_coding
CES1	ENSG00000198848.12	0.3809048537062144	-0.6005654660699387	0.8921462032555355	-0.09717612356897316	0.5454781244494242	0.27428200612317627	0.5136717345168635	0.17526334665553334	0.667926595597842	0.07015239747384393	protein_coding
RP11-449P15.2	ENSG00000273151.1	0.3828772310252794	1.9361891182902335	1.4276821845245191e-4	1.94451234551702	NA	NA	NA	NA	NA	NA	antisense
KCNA4	ENSG00000182255.6	0.38487102201247136	0.49132859285658276	8.768582349142443e-6	0.4870146982635138	0.26089424606000516	0.46012963521243516	0.03221723785614388	0.3129854536750259	0.7462754006973152	0.0768757248384424	protein_coding
RP11-33A14.1	ENSG00000223930.5	0.3857089469740954	1.63437055136123	NA	NA	NA	NA	0.7806110883509604	0.30165785398212397	0.017239992625253775	1.0795451395669167	lincRNA
TMEM241	ENSG00000134490.13	0.3921924620737946	0.48158599279708486	0.8964872154099998	0.09593392080024252	0.8615478713113907	0.10674829651418982	0.7938679499631955	0.08182231887172246	0.9702530806299808	0.010956696376816125	protein_coding
C16orf52	ENSG00000185716.11	0.3935662885714507	0.3861563295968347	1.983508539713439e-10	0.6622558632301273	4.6294577702103744e-4	0.7103135669608409	0.5921374373685309	0.12960030501447134	0.6292254755783426	0.09867198253945791	protein_coding
RP11-618G20.1	ENSG00000258964.1	0.3935662885714507	-1.6482090385376178	0.9846749373064407	-0.06573860971146882	0.3265290658307576	1.3186448836010247	0.8142285705595502	0.3509486998254385	NA	NA	processed_transcript
SLF2	ENSG00000119906.11	0.3935662885714507	-0.33805368381659207	0.037634030425446434	-0.26991389595480464	0.0408907139294158	-0.42343074604520115	2.634714629384614e-4	-0.40860543455689907	0.03292484761658602	0.24121304957433748	protein_coding
MMD	ENSG00000108960.7	0.3935662885714507	0.40463394089159177	0.03979672284279333	0.32350955320741004	0.004514664200858248	0.5414102835840323	0.005482859978662431	0.3565718631307397	0.025441032431906475	0.2990658788044093	protein_coding
B3GNT7	ENSG00000156966.6	0.39394750602670076	-0.4724406117763252	5.649107358332352e-28	-1.2221109059857918	7.5473349373855925e-16	-1.429469028538444	0.015655615698724968	-0.35673592508579066	0.5562610089358836	-0.12223651219572197	protein_coding
UBALD2	ENSG00000185262.8	0.3954644676718978	0.47668067043099316	0.8302597188624242	0.13374407699237953	0.5913238758189427	0.3373818968759223	0.3024929545516966	0.17931569601779151	0.31624680824696966	-0.17874745631465022	protein_coding
BOLA2	ENSG00000183336.8	0.3994040295798708	0.5166787206974849	0.8431242568218293	-0.11359825025704735	0.7905276475952725	-0.12792084329479753	0.9699312629834197	-0.02172427383834505	0.0017804169775527067	-0.4449223237209449	protein_coding
RP13-270P17.3	ENSG00000272688.1	0.40220412958764024	-1.4995109352338243	0.7179016889749702	0.48503233890601294	NA	NA	0.9815464641196597	-0.03811483742966223	0.8694802566567491	-0.12881598627615617	lincRNA
MEIS1	ENSG00000143995.19	0.40220412958764024	-0.3457954971881545	9.482460480584878e-5	-0.39461846141192447	0.31075741695538034	-0.23439792095838155	0.23982992847081222	-0.15706767563569038	0.1567151158316756	0.1552405937489381	protein_coding
ZNF431	ENSG00000196705.8	0.4234736022862802	-0.635627847939435	0.9511884525002743	-0.05134276331728114	0.2380707057053167	-0.4034598086394462	0.001044209032604634	-0.6287306136697213	0.16629352243665174	0.3088808918273082	protein_coding
DACT1	ENSG00000165617.14	0.42550169044505365	0.3432027206837969	0.5839989953404208	0.1265560623551404	0.6057373393111075	0.21061727773385983	0.632516245544332	-0.11839204280505992	2.1577191829486812e-4	-0.38469329017677034	protein_coding
HES1	ENSG00000114315.3	0.42550169044505365	-0.48285712791308605	0.21419404302824022	-0.2692076208194173	0.7569827659927162	-0.13743617528308893	0.08381821056385229	-0.28592191417871504	0.8858665684456791	-0.04150852058808517	protein_coding
RADIL	ENSG00000157927.16	0.43428262116457184	1.0993478137556132	0.9620317067684487	-0.09314548750228215	0.6927466168665741	0.37223212436184766	0.9584307561881078	0.05211336533328518	0.5889088859107965	0.28590089883038167	protein_coding
PDXDC2P	ENSG00000196696.12	0.4511724063820081	-0.5526398479540803	0.5637974300663159	0.2292352508066782	0.6264273280710657	0.2774710207544272	0.9131191729194469	-0.04522234620066205	0.2332590211232544	0.2147619914854396	processed_transcript
LGALS9	ENSG00000168961.16	0.4666552699876784	0.6893417776457116	0.818844039422897	-0.2298386245477031	0.9834635249803882	-0.02030466285614681	0.4468213217235417	-0.22484359226073544	0.8855451302593307	-0.0681371343434935	protein_coding
ARMC7	ENSG00000125449.6	0.4716056372498746	-0.6641769928703688	0.755891377830614	-0.15713345414973454	0.978457981137308	-0.031327797983068416	0.8928626272264655	0.061061474545827825	0.9090418279832146	-0.03902199964022371	protein_coding
ZNF638	ENSG00000075292.18	0.4716056372498746	-0.2758250866439515	0.9480697217131258	-0.027773116833831157	0.969364959571602	-0.022154977554677165	0.8022082708900325	-0.07239960364713172	0.017927381437013	0.26687767848033594	protein_coding
TRIB1	ENSG00000173334.3	0.4716056372498746	0.499223779870455	3.7017376913334903e-4	0.3653648180513483	0.4048768961278563	0.24816378253969526	0.939394074510491	-0.029850726906661695	0.9032917212890469	-0.02574687109705671	protein_coding
HMGCR	ENSG00000113161.15	0.4716056372498746	0.28872468572999055	1.522255108945099e-4	0.3186142595349013	0.01014962257999633	0.49189725472705564	8.49206645883689e-12	0.6205606922746383	0.005997876637924004	0.27311771576128185	protein_coding
NEFM	ENSG00000104722.13	0.48498752038190424	-0.46345662501581747	0.5715167571767262	-0.1865481117262548	0.8175645612942803	-0.1884374882631553	2.1648368734217697e-4	-0.5989154226950263	2.1873166227978538e-4	-0.4886772700287228	protein_coding
ZNF160	ENSG00000170949.17	0.48498752038190424	-0.379968978556422	0.14333511785351688	-0.22453840220052645	0.4934897532932772	-0.20810302573655473	0.002907431412172593	-0.36763228664900155	0.12243871704558916	0.1668906317478464	protein_coding
RHOB	ENSG00000143878.9	0.4916162721772192	0.35922109980132777	4.056836446123057e-6	0.47863742004010856	2.2579005269760282e-8	0.7483955219839549	1.745083235193128e-5	0.42050436845628697	0.21570004557541123	0.1420785892700251	protein_coding
RP11-116D17.3	ENSG00000271579.1	0.5028816031174066	1.1313431892655843	0.3786018087202126	0.5416431291627541	0.72188126572861	0.32819472836088054	0.8467758209605598	-0.21685495883526165	NA	NA	lincRNA
ZDHHC12	ENSG00000160446.18	0.5212663823587349	0.36010083434812046	0.7308179093408436	-0.13047979262135578	0.9675367511846109	0.031239819288563255	0.8665117307521965	-0.04469345809415732	0.06989306931500672	-0.22653927929254322	protein_coding
DNASE1L3	ENSG00000163687.13	0.5212663823587349	0.36047891076346633	0.8127873162622404	0.1251403542711289	0.12612046127682955	0.31178106468938943	1.3910051071774017e-9	0.7271722086175021	0.007328741912808017	0.48421149023480076	protein_coding
HDHD3	ENSG00000119431.9	0.5290765463116808	-0.5220470754377948	1.7501725792954316e-13	-1.005418442368798	0.26490451813990273	-0.4918024245082144	0.7641484577262301	-0.09140157329642777	0.8637581555091441	-0.035087713222466496	protein_coding
